,chain,timestamp,act.addr.cnt,metric_name,value
350,ETH,1628899200000,0,act.addr.cnt,500098.0
351,ETH,1628985600000,0,act.addr.cnt,490026.0
352,ETH,1629072000000,0,act.addr.cnt,542707.0
353,ETH,1629158400000,0,act.addr.cnt,530632.0
354,ETH,1629244800000,0,act.addr.cnt,513850.0
355,ETH,1629331200000,0,act.addr.cnt,563049.0
356,ETH,1629417600000,0,act.addr.cnt,562207.0
357,ETH,1629504000000,0,act.addr.cnt,529227.0
358,ETH,1629590400000,0,act.addr.cnt,512239.0
359,ETH,1629676800000,0,act.addr.cnt,538782.0
360,ETH,1629763200000,0,act.addr.cnt,521034.0
361,ETH,1629849600000,0,act.addr.cnt,499357.0
362,ETH,1629936000000,0,act.addr.cnt,498866.0
363,ETH,1630022400000,0,act.addr.cnt,484938.0
364,ETH,1630108800000,0,act.addr.cnt,507969.0
365,ETH,1630195200000,0,act.addr.cnt,492973.0
366,ETH,1630281600000,0,act.addr.cnt,518591.0
367,ETH,1630368000000,0,act.addr.cnt,552052.0
368,ETH,1630454400000,0,act.addr.cnt,557665.0
369,ETH,1630540800000,0,act.addr.cnt,567055.0
370,ETH,1630627200000,0,act.addr.cnt,512274.0
371,ETH,1630713600000,0,act.addr.cnt,520029.0
372,ETH,1630800000000,0,act.addr.cnt,497386.0
373,ETH,1630886400000,0,act.addr.cnt,526972.0
374,ETH,1630972800000,0,act.addr.cnt,558575.0
375,ETH,1631059200000,0,act.addr.cnt,525185.0
376,ETH,1631145600000,0,act.addr.cnt,531349.0
377,ETH,1631232000000,0,act.addr.cnt,570844.0
378,ETH,1631318400000,0,act.addr.cnt,627703.0
379,ETH,1631404800000,0,act.addr.cnt,571553.0
380,ETH,1631491200000,0,act.addr.cnt,631801.0
381,ETH,1631577600000,0,act.addr.cnt,582577.0
382,ETH,1631664000000,0,act.addr.cnt,573832.0
383,ETH,1631750400000,0,act.addr.cnt,548934.0
384,ETH,1631836800000,0,act.addr.cnt,524420.0
385,ETH,1631923200000,0,act.addr.cnt,536379.0
386,ETH,1632009600000,0,act.addr.cnt,516798.0
387,ETH,1632096000000,0,act.addr.cnt,495260.0
388,ETH,1632182400000,0,act.addr.cnt,524491.0
389,ETH,1632268800000,0,act.addr.cnt,534706.0
390,ETH,1632355200000,0,act.addr.cnt,534322.0
391,ETH,1632441600000,0,act.addr.cnt,506370.0
392,ETH,1632528000000,0,act.addr.cnt,520156.0
393,ETH,1632614400000,0,act.addr.cnt,473720.0
394,ETH,1632700800000,0,act.addr.cnt,502883.0
395,ETH,1632787200000,0,act.addr.cnt,495483.0
396,ETH,1632873600000,0,act.addr.cnt,507213.0
397,ETH,1632960000000,0,act.addr.cnt,499027.0
398,ETH,1633046400000,0,act.addr.cnt,571555.0
399,ETH,1633132800000,0,act.addr.cnt,520148.0
400,ETH,1633219200000,0,act.addr.cnt,522883.0
401,ETH,1633305600000,0,act.addr.cnt,495269.0
402,ETH,1633392000000,0,act.addr.cnt,562664.0
403,ETH,1633478400000,0,act.addr.cnt,663598.0
404,ETH,1633564800000,0,act.addr.cnt,629638.0
405,ETH,1633651200000,0,act.addr.cnt,600444.0
406,ETH,1633737600000,0,act.addr.cnt,585764.0
407,ETH,1633824000000,0,act.addr.cnt,537498.0
408,ETH,1633910400000,0,act.addr.cnt,538819.0
409,ETH,1633996800000,0,act.addr.cnt,546485.0
410,ETH,1634083200000,0,act.addr.cnt,531986.0
411,ETH,1634169600000,0,act.addr.cnt,554284.0
412,ETH,1634256000000,0,act.addr.cnt,556422.0
