,chain,timestamp,metric_name,value
530,USDT,1622332800000,act.addr.cnt,143948
531,USDT,1622419200000,act.addr.cnt,107937
532,USDT,1622505600000,act.addr.cnt,102659
533,USDT,1622592000000,act.addr.cnt,109548
534,USDT,1622678400000,act.addr.cnt,99665
535,USDT,1622764800000,act.addr.cnt,109560
536,USDT,1622851200000,act.addr.cnt,88049
537,USDT,1622937600000,act.addr.cnt,74209
538,USDT,1623024000000,act.addr.cnt,96564
539,USDT,1623110400000,act.addr.cnt,98539
540,USDT,1623196800000,act.addr.cnt,90580
541,USDT,1623283200000,act.addr.cnt,86852
542,USDT,1623369600000,act.addr.cnt,85517
543,USDT,1623456000000,act.addr.cnt,75054
544,USDT,1623542400000,act.addr.cnt,74846
545,USDT,1623628800000,act.addr.cnt,90438
546,USDT,1623715200000,act.addr.cnt,87801
547,USDT,1623801600000,act.addr.cnt,86182
548,USDT,1623888000000,act.addr.cnt,101037
549,USDT,1623974400000,act.addr.cnt,95091
550,USDT,1624060800000,act.addr.cnt,71847
551,USDT,1624147200000,act.addr.cnt,70661
552,USDT,1624233600000,act.addr.cnt,95204
553,USDT,1624320000000,act.addr.cnt,105266
554,USDT,1624406400000,act.addr.cnt,90534
555,USDT,1624492800000,act.addr.cnt,91895
556,USDT,1624579200000,act.addr.cnt,101681
557,USDT,1624665600000,act.addr.cnt,87461
558,USDT,1624752000000,act.addr.cnt,69159
559,USDT,1624838400000,act.addr.cnt,84876
560,USDT,1624924800000,act.addr.cnt,91624
561,USDT,1625011200000,act.addr.cnt,84913
562,USDT,1625097600000,act.addr.cnt,85698
563,USDT,1625184000000,act.addr.cnt,87102
564,USDT,1625270400000,act.addr.cnt,80650
565,USDT,1625356800000,act.addr.cnt,72770
566,USDT,1625443200000,act.addr.cnt,85874
567,USDT,1625529600000,act.addr.cnt,82005
568,USDT,1625616000000,act.addr.cnt,86368
569,USDT,1625702400000,act.addr.cnt,89798
570,USDT,1625788800000,act.addr.cnt,90792
571,USDT,1625875200000,act.addr.cnt,72465
572,USDT,1625961600000,act.addr.cnt,70157
573,USDT,1626048000000,act.addr.cnt,84323
574,USDT,1626134400000,act.addr.cnt,75673
575,USDT,1626220800000,act.addr.cnt,80805
576,USDT,1626307200000,act.addr.cnt,76250
